
GenomeNet icon	
LinkDB Search


Mode: Single Entry to Database
From: KEGG GENOME T02695
To: KEGG GENES
Hits: 10123 from 1 database
ID                   Definition
mis:MICPUN_59198     ATP-binding cassette superfamily 
mis:MICPUN_59199     hypothetical protein 
mis:MICPUN_59202     hypothetical protein; K02449 cyclin-dependent kinase 10 [EC:2.7.11.22] 
mis:MICPUN_59205     hypothetical protein 
mis:MICPUN_59207     hypothetical protein; K11108 RNA 3'-terminal phosphate cyclase-like protein 
mis:MICPUN_59209     hypothetical protein 
mis:MICPUN_59210     hypothetical protein 
mis:MICPUN_59212     hypothetical protein 
mis:MICPUN_59215     hypothetical protein 
mis:MICPUN_59216     hypothetical protein 
mis:MICPUN_59217     RPL18.1; ribosomal protein L18; K02881 large subunit ribosomal protein L18 
mis:MICPUN_59219     hypothetical protein 
mis:MICPUN_59220     hypothetical protein 
mis:MICPUN_59225     SNF2 super family; K11647 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin s 
mis:MICPUN_59229     hypothetical protein 
mis:MICPUN_59230     hypothetical protein; K10754 replication factor C subunit 1 
mis:MICPUN_59232     hypothetical protein 
mis:MICPUN_59233     hypothetical protein; K14767 U3 small nucleolar RNA-associated protein 3 
mis:MICPUN_59235     hypothetical protein 
mis:MICPUN_59236     hypothetical protein 
mis:MICPUN_59237     hypothetical protein 
mis:MICPUN_59243     hypothetical protein 
mis:MICPUN_59246     hypothetical protein; K01778 diaminopimelate epimerase [EC:5.1.1.7] 
mis:MICPUN_59247     hypothetical protein 
mis:MICPUN_59249     carbohydrate-binding module family 20 protein 
mis:MICPUN_59254     bile Acid:Na+ symporter family 
mis:MICPUN_59257     hypothetical protein; K08824 cyclin-dependent kinase-like [EC:2.7.11.22] 
mis:MICPUN_59263     hypothetical protein; K00833 adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62 
mis:MICPUN_59264     hypothetical protein; K01465 dihydroorotase [EC:3.5.2.3] 
mis:MICPUN_59265     hypothetical protein 
mis:MICPUN_59266     p-type ATPase superfamily; K14950 cation-transporting ATPase 13A1 [EC:3.6.3.-] 
mis:MICPUN_59268     hypothetical protein 
mis:MICPUN_59272     peptidase; K01262 Xaa-Pro aminopeptidase [EC:3.4.11.9] 
mis:MICPUN_59274     hypothetical protein 
mis:MICPUN_59275     hypothetical protein 
mis:MICPUN_59277     hypothetical protein 
mis:MICPUN_59280     hypothetical protein 
mis:MICPUN_59281     heat shock protein 
mis:MICPUN_59282     hypothetical protein; K03512 DNA polymerase lambda [EC:2.7.7.7 4.2.99.-] 
mis:MICPUN_59284     hypothetical protein 
mis:MICPUN_59288     dynein light chain 
mis:MICPUN_59289     DER1.1; derlin-like protein; K13989 Derlin-2/3 
mis:MICPUN_59291     GH family 89 protein; K01205 alpha-N-acetylglucosaminidase [EC:3.2.1.50] 
mis:MICPUN_59293     hypothetical protein 
mis:MICPUN_59295     hypothetical protein 
mis:MICPUN_59296     hypothetical protein 
mis:MICPUN_59298     hypothetical protein 
mis:MICPUN_59301     hypothetical protein 
mis:MICPUN_59302     hypothetical protein 
mis:MICPUN_59305     hypothetical protein 
mis:MICPUN_59308     hypothetical protein 
mis:MICPUN_59313     hypothetical protein; K12418 fatty acid desaturase (delta-4 desaturase) [EC:1.14.19.-] 
mis:MICPUN_59315     hypothetical protein 
mis:MICPUN_59316     hypothetical protein 
mis:MICPUN_59318     hypothetical protein 
mis:MICPUN_59319     hypothetical protein; K08494 novel plant SNARE 
mis:MICPUN_59320     hypothetical protein 
mis:MICPUN_59321     hypothetical protein; K01893 asparaginyl-tRNA synthetase [EC:6.1.1.22] 
mis:MICPUN_59323     LIC1; ligand-gated ion channel family transporter; K05190 gamma-aminobutyric acid receptor subunit r 
mis:MICPUN_59330     hypothetical protein 
mis:MICPUN_59331     peptidyl prolyl isomerase; K01802 peptidylprolyl isomerase [EC:5.2.1.8] 
mis:MICPUN_59332     hypothetical protein 
mis:MICPUN_59337     hypothetical protein; K10703 very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase [ 
mis:MICPUN_59341     hypothetical protein 
mis:MICPUN_59344     hypothetical protein 
mis:MICPUN_59346     JmjN/JmjC protein 
mis:MICPUN_59349     hypothetical protein 
mis:MICPUN_59351     hypothetical protein; K16540 5-azacytidine-induced protein 1 
mis:MICPUN_59355     hypothetical protein 
mis:MICPUN_59356     hypothetical protein; K08864 tousled-like kinase [EC:2.7.11.1] 
mis:MICPUN_59359     hypothetical protein; K10592 E3 ubiquitin-protein ligase HUWE1 [EC:6.3.2.19] 
mis:MICPUN_59360     chaperonin; K09495 T-complex protein 1 subunit gamma 
mis:MICPUN_59361     hypothetical protein 
mis:MICPUN_59362     hypothetical protein 
mis:MICPUN_59363     hypothetical protein 
mis:MICPUN_59365     hypothetical protein 
mis:MICPUN_59370     hypothetical protein 
mis:MICPUN_59371     hypothetical protein; K07583 tRNA pseudouridine synthase 10 [EC:5.4.99.-] 
mis:MICPUN_59373     hypothetical protein 
mis:MICPUN_59374     hypothetical protein 
mis:MICPUN_59377     hypothetical protein 
mis:MICPUN_59379     peptidyl-prolyl cis-trans isomerase 
mis:MICPUN_59380     hypothetical protein; K03754 translation initiation factor eIF-2B subunit beta 
mis:MICPUN_59383     monovalent Cation:Proton antiporter-1 family 
mis:MICPUN_59384     hypothetical protein; K00419 ubiquinol-cytochrome c reductase subunit 9 
mis:MICPUN_59386     major facilitator superfamily 
mis:MICPUN_59387     hypothetical protein 
mis:MICPUN_59388     hypothetical protein 
mis:MICPUN_59393     hypothetical protein 
mis:MICPUN_59396     hypothetical protein 
mis:MICPUN_59400     HPF_5; cysteine-rich protein with zinc finger 
mis:MICPUN_59403     hypothetical protein 
mis:MICPUN_59406     AMI6; glycoside hydrolase family 13 protein 
mis:MICPUN_59409     hypothetical protein 
mis:MICPUN_59410     hypothetical protein; K15334 multisite-specific tRNA:(cytosine-C5)-methyltransferase [EC:2.1.1.202] 
mis:MICPUN_59411     hypothetical protein 
mis:MICPUN_59412     equilibrative nucleoside transporter family; K15014 solute carrier family 29 (equilibrative nucleosi 
mis:MICPUN_59413     hypothetical protein 
mis:MICPUN_59415     hypothetical protein 
mis:MICPUN_59416     hypothetical protein 
mis:MICPUN_59417     hypothetical protein 
mis:MICPUN_59421     hypothetical protein 
mis:MICPUN_59422     hypothetical protein 
mis:MICPUN_59425     hypothetical protein 
mis:MICPUN_59428     hypothetical protein 
mis:MICPUN_59431     hypothetical protein 
mis:MICPUN_59433     hypothetical protein 
mis:MICPUN_59435     hypothetical protein 
mis:MICPUN_59445     PYK; pyruvate kinase 
mis:MICPUN_59447     hypothetical protein; K12946 signal peptidase complex subunit 1 [EC:3.4.-.-] 
mis:MICPUN_59448     hypothetical protein 
mis:MICPUN_59449     hypothetical protein 
mis:MICPUN_59450     lon protease; K08675 Lon-like ATP-dependent protease [EC:3.4.21.-] 
mis:MICPUN_59451     hypothetical protein 
mis:MICPUN_59453     hypothetical protein 
mis:MICPUN_59455     hypothetical protein; K14826 FK506-binding nuclear protein [EC:5.2.1.8] 
mis:MICPUN_59457     hypothetical protein 
mis:MICPUN_59460     hypothetical protein 
mis:MICPUN_59463     hypothetical protein; K12169 Kip1 ubiquitination-promoting complex protein 1 [EC:6.3.2.19] 
mis:MICPUN_59464     hypothetical protein 
mis:MICPUN_59466     hypothetical protein 
mis:MICPUN_59468     hypothetical protein 
mis:MICPUN_59480     hypothetical protein 
mis:MICPUN_59488     hypothetical protein 
mis:MICPUN_59492     hypothetical protein 
mis:MICPUN_59493     hypothetical protein 
mis:MICPUN_59494     hypothetical protein 
mis:MICPUN_59495     hypothetical protein 
mis:MICPUN_59496     hypothetical protein 
mis:MICPUN_59498     hypothetical protein 
mis:MICPUN_59499     hypothetical protein 
mis:MICPUN_59500     hypothetical protein; K16473 intraflagellar transport protein 20 
mis:MICPUN_59501     hypothetical protein 
mis:MICPUN_59502     hypothetical protein; K15747 beta-ring hydroxylase [EC:1.14.-.-] 
mis:MICPUN_59506     hypothetical protein 
mis:MICPUN_59508     NhaA Na+:H+ antiporter family; K03313 Na+:H+ antiporter, NhaA family 
mis:MICPUN_59510     hypothetical protein; K13511 monolysocardiolipin acyltransferase [EC:2.3.1.-] 
mis:MICPUN_59512     hypothetical protein; K12948 signal peptidase complex subunit 3 [EC:3.4.-.-] 
mis:MICPUN_59513     hypothetical protein 
mis:MICPUN_59514     hypothetical protein 
mis:MICPUN_59517     hypothetical protein 
mis:MICPUN_59518     TIC55-3; chloroplast envelope protein translocase family 
mis:MICPUN_59526     hypothetical protein; K00064 D-threo-aldose 1-dehydrogenase [EC:1.1.1.122] 
mis:MICPUN_59527     hypothetical protein 
mis:MICPUN_59528     hypothetical protein 
mis:MICPUN_59530     hypothetical protein 
mis:MICPUN_59531     hypothetical protein 
mis:MICPUN_59532     hypothetical protein 
mis:MICPUN_59535     set domain protein 
mis:MICPUN_59536     hypothetical protein; K03240 translation initiation factor eIF-2B subunit epsilon 
mis:MICPUN_59537     set domain protein 
mis:MICPUN_59538     hypothetical protein 
mis:MICPUN_59543     hypothetical protein 
mis:MICPUN_59545     hypothetical protein 
mis:MICPUN_59547     major facilitator superfamily; K06902 MFS transporter, UMF1 family 
mis:MICPUN_59549     hypothetical protein; K14564 nucleolar protein 56 
mis:MICPUN_59552     hypothetical protein 
mis:MICPUN_59555     hypothetical protein 
mis:MICPUN_59556     hypothetical protein 
mis:MICPUN_59561     hypothetical protein 
mis:MICPUN_59565     hypothetical protein 
mis:MICPUN_59568     hypothetical protein 
mis:MICPUN_59570     SAM dependent methyltransferase 
mis:MICPUN_59572     hypothetical protein 
mis:MICPUN_59574     hypothetical protein 
mis:MICPUN_59575     hypothetical protein 
mis:MICPUN_59577     GTP binding/translation elongation factor protein; K06207 GTP-binding protein 
mis:MICPUN_59578     hypothetical protein 
mis:MICPUN_59581     hypothetical protein 
mis:MICPUN_59584     Multidrug/Oligosaccharidyl-lipid/Polysaccharide flippase 
mis:MICPUN_59585     hypothetical protein 
mis:MICPUN_59586     hypothetical protein 
mis:MICPUN_59587     hypothetical protein; K03251 translation initiation factor 3 subunit D 
mis:MICPUN_59588     hypothetical protein; K14328 regulator of nonsense transcripts 3 
mis:MICPUN_59591     hypothetical protein 
mis:MICPUN_59594     hypothetical protein 
mis:MICPUN_59595     hypothetical protein 
mis:MICPUN_59599     hypothetical protein 
mis:MICPUN_59600     hypothetical protein 
mis:MICPUN_59602     hypothetical protein 
mis:MICPUN_59603     hypothetical protein 
mis:MICPUN_59606     hypothetical protein 
mis:MICPUN_59608     hypothetical protein 
mis:MICPUN_59609     hypothetical protein; K09550 prefoldin subunit 4 
mis:MICPUN_59611     hypothetical protein 
mis:MICPUN_59612     helicase; K14805 ATP-dependent RNA helicase DDX24/MAK5 [EC:3.6.4.13] 
mis:MICPUN_59614     CHLG; chlorophyll synthetase (EC:2.5.1.62); K04040 chlorophyll synthase [EC:2.5.1.62] 
mis:MICPUN_59615     hypothetical protein 
mis:MICPUN_59616     hypothetical protein 
mis:MICPUN_59617     hypothetical protein 
mis:MICPUN_59618     hypothetical protein 
mis:MICPUN_59619     hypothetical protein 
mis:MICPUN_59622     hypothetical protein 
mis:MICPUN_59623     hypothetical protein; K05290 phosphatidylinositol glycan, class K [EC:2.6.-.-] 
mis:MICPUN_59626     hypothetical protein; K15362 fanconi anemia group J protein [EC:3.6.4.12] 
mis:MICPUN_59627     short-chain dehydrogenase/reductase 
mis:MICPUN_59629     hypothetical protein 
mis:MICPUN_59630     hypothetical protein; K02320 DNA polymerase alpha subunit A [EC:2.7.7.7] 
mis:MICPUN_59633     hypothetical protein 
mis:MICPUN_59634     hypothetical protein 
mis:MICPUN_59636     hypothetical protein 
mis:MICPUN_59639     hypothetical protein 
mis:MICPUN_59642     hypothetical protein 
mis:MICPUN_59644     hypothetical protein 
mis:MICPUN_59645     hypothetical protein 
mis:MICPUN_59646     hypothetical protein 
mis:MICPUN_59647     N-acetyltransferase 
mis:MICPUN_59648     hypothetical protein 
mis:MICPUN_59649     hypothetical protein; K11374 elongator complex protein 2 
mis:MICPUN_59651     hypothetical protein 
mis:MICPUN_59657     hypothetical protein 
mis:MICPUN_59659     hypothetical protein 
mis:MICPUN_59661     hypothetical protein 
mis:MICPUN_59662     hypothetical protein 
mis:MICPUN_59663     hypothetical protein; K06207 GTP-binding protein 
mis:MICPUN_59665     hypothetical protein 
mis:MICPUN_59666     hypothetical protein 
mis:MICPUN_59669     set domain protein 
mis:MICPUN_59672     hypothetical protein 
mis:MICPUN_59673     hypothetical protein 
mis:MICPUN_59674     major facilitator superfamily 
mis:MICPUN_59675     hypothetical protein; K00416 ubiquinol-cytochrome c reductase subunit 6 
mis:MICPUN_59676     hypothetical protein; K11353 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 13 
mis:MICPUN_59677     hypothetical protein 
mis:MICPUN_59686     hypothetical protein 
mis:MICPUN_59688     hypothetical protein 
mis:MICPUN_59689     coenzyme a pyrophosphatase 
mis:MICPUN_59690     hypothetical protein 
mis:MICPUN_59692     RIBAB; riboflavin biosynthesis protein, chloroplast precursor; K14652 3,4-dihydroxy 2-butanone 4-pho 
mis:MICPUN_59697     hypothetical protein 
mis:MICPUN_59701     DNA topoisomerase I; K03168 DNA topoisomerase I [EC:5.99.1.2] 
mis:MICPUN_59702     hypothetical protein 
mis:MICPUN_59703     hypothetical protein 
mis:MICPUN_59710     SNF2 super family 
mis:MICPUN_59711     hypothetical protein 
mis:MICPUN_59714     hypothetical protein 
mis:MICPUN_59715     hypothetical protein 
mis:MICPUN_59718     hypothetical protein 
mis:MICPUN_59720     hypothetical protein 
mis:MICPUN_59722     hypothetical protein 
mis:MICPUN_59723     hypothetical protein 
mis:MICPUN_59724     bile Acid:Na+ symporter family; K14347 solute carrier family 10 (sodium/bile acid cotransporter), me 
mis:MICPUN_59725     hypothetical protein 
mis:MICPUN_59726     hypothetical protein 
mis:MICPUN_59727     voltage-gated ion channel superfamily 
mis:MICPUN_59730     hypothetical protein 
mis:MICPUN_59732     Drug/Metabolite transporter superfamily 
mis:MICPUN_59733     hypothetical protein 
mis:MICPUN_59734     hypothetical protein 
mis:MICPUN_59735     hypothetical protein 
mis:MICPUN_59736     hypothetical protein 
mis:MICPUN_59737     hypothetical protein 
mis:MICPUN_59739     hypothetical protein 
mis:MICPUN_59740     hypothetical protein 
mis:MICPUN_59741     hypothetical protein 
mis:MICPUN_59742     hypothetical protein 
mis:MICPUN_59744     hypothetical protein 
mis:MICPUN_59750     major facilitator superfamily 
mis:MICPUN_59751     hypothetical protein 
mis:MICPUN_59752     hypothetical protein 
mis:MICPUN_59753     hypothetical protein 
mis:MICPUN_59754     hypothetical protein 
mis:MICPUN_59756     hypothetical protein 
mis:MICPUN_59757     hypothetical protein 
mis:MICPUN_59758     hypothetical protein 
mis:MICPUN_59760     hypothetical protein; K18010 7-hydroxymethyl chlorophyll a reductase [EC:1.17.7.2] 
mis:MICPUN_59761     hypothetical protein; K08873 PI-3-kinase-related kinase SMG-1 
mis:MICPUN_59762     hypothetical protein 
mis:MICPUN_59763     hypothetical protein; K13179 ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13] 
mis:MICPUN_59764     hypothetical protein 
mis:MICPUN_59765     hypothetical protein 
mis:MICPUN_59767     hypothetical protein; K16329 pseudouridine-5'-phosphate glycosidase [EC:3.2.-.-] 
mis:MICPUN_59768     hypothetical protein 
mis:MICPUN_59769     hypothetical protein; K13096 splicing factor 4 
mis:MICPUN_59777     hypothetical protein 
mis:MICPUN_59778     hypothetical protein 
mis:MICPUN_59779     camta-like transcriptional regulator 
mis:MICPUN_59781     APC10; hypothetical protein; K03357 anaphase-promoting complex subunit 10 
mis:MICPUN_59782     hypothetical protein 
mis:MICPUN_59783     hypothetical protein 
mis:MICPUN_59784     hypothetical protein; K03965 NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9 
mis:MICPUN_59785     hypothetical protein 
mis:MICPUN_59786     hypothetical protein 
mis:MICPUN_59787     hypothetical protein 
mis:MICPUN_59788     hypothetical protein 
mis:MICPUN_59789     RNA binding domain-containing protein 
mis:MICPUN_59795     hypothetical protein 
mis:MICPUN_59796     hypothetical protein 
mis:MICPUN_59797     DNA methyltransferase 
mis:MICPUN_59798     hypothetical protein 
mis:MICPUN_59800     heat shock transcription factor 
mis:MICPUN_59801     hypothetical protein 
mis:MICPUN_59802     RECA; RecA DNA recombinase 
mis:MICPUN_59803     hypothetical protein 
mis:MICPUN_59804     GCST; glycine cleavage system T-protein; K00605 aminomethyltransferase [EC:2.1.2.10] 
mis:MICPUN_59805     hypothetical protein 
mis:MICPUN_59806     H+-or Na+-translocating F-type, V-type and A-type ATPase superfamily; K02145 V-type H+-transporting  
mis:MICPUN_59807     hypothetical protein 
mis:MICPUN_59808     SNF2 super family 
mis:MICPUN_59810     hypothetical protein 
mis:MICPUN_59811     hypothetical protein; K08495 golgi SNAP receptor complex member 1 
mis:MICPUN_59812     hypothetical protein 
mis:MICPUN_59813     hypothetical protein 
mis:MICPUN_59814     hypothetical protein 
mis:MICPUN_59817     hypothetical protein 
mis:MICPUN_59818     hypothetical protein 
mis:MICPUN_59819     hypothetical protein; K13341 peroxin-7 
mis:MICPUN_59820     hypothetical protein; K00856 adenosine kinase [EC:2.7.1.20] 
mis:MICPUN_59822     response regulator receiver/WD40 domain fusion protein 
mis:MICPUN_59826     hypothetical protein; K08311 putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-] 
mis:MICPUN_59827     hypothetical protein 
mis:MICPUN_59828     hypothetical protein 
mis:MICPUN_59829     hypothetical protein 
mis:MICPUN_59831     hypothetical protein 
mis:MICPUN_59832     hypothetical protein 
mis:MICPUN_59837     Multidrug/Oligosaccharidyl-lipid/Polysaccharide flippase 
mis:MICPUN_59838     hypothetical protein 
mis:MICPUN_59840     hypothetical protein; K01259 proline iminopeptidase [EC:3.4.11.5] 
mis:MICPUN_59843     hypothetical protein 
mis:MICPUN_59845     hypothetical protein; K14312 nuclear pore complex protein Nup155 
mis:MICPUN_59846     hypothetical protein 
mis:MICPUN_59847     hypothetical protein 
mis:MICPUN_59848     hypothetical protein; K14801 pre-rRNA-processing protein TSR4 
mis:MICPUN_59850     hypothetical protein 
mis:MICPUN_59852     hypothetical protein 
mis:MICPUN_59856     hypothetical protein 
mis:MICPUN_59858     hypothetical protein; K01113 alkaline phosphatase D [EC:3.1.3.1] 
mis:MICPUN_59861     hypothetical protein 
mis:MICPUN_59862     hypothetical protein 
mis:MICPUN_59863     serine-pyruvate aminotransferase and/or alanine glyoxylate transaminase 
mis:MICPUN_59864     hypothetical protein 
mis:MICPUN_59865     hypothetical protein; K12816 pre-mRNA-processing factor 17 
mis:MICPUN_59866     hypothetical protein 
mis:MICPUN_59868     hypothetical protein 
mis:MICPUN_59870     TIC55-4; chloroplast envelope protein translocase family 
mis:MICPUN_59871     hypothetical protein 
mis:MICPUN_59875     hypothetical protein 
mis:MICPUN_59877     hypothetical protein 
mis:MICPUN_59883     hypothetical protein; K14415 tRNA-splicing ligase RtcB [EC:6.5.1.3] 
mis:MICPUN_59884     hypothetical protein; K12181 COP9 signalosome complex subunit 8 
mis:MICPUN_59885     hypothetical protein 
mis:MICPUN_59886     hypothetical protein; K10839 UV excision repair protein RAD23 
mis:MICPUN_59889     GLPX; bacterial-like fructose-1,6-bisphosphatase 
mis:MICPUN_59890     hypothetical protein 
mis:MICPUN_59891     hypothetical protein 
mis:MICPUN_59894     hypothetical protein 
mis:MICPUN_59896     mitochondrial protein translocase family 
mis:MICPUN_59897     hypothetical protein 
mis:MICPUN_59898     hypothetical protein 
mis:MICPUN_59901     hypothetical protein 
mis:MICPUN_59902     hypothetical protein 
mis:MICPUN_59903     hypothetical protein 
mis:MICPUN_59906     ATP-binding cassette superfamily 
mis:MICPUN_59907     hypothetical protein 
mis:MICPUN_59908     hypothetical protein 
mis:MICPUN_59909     hypothetical protein 
mis:MICPUN_59910     hypothetical protein 
mis:MICPUN_59911     hypothetical protein 
mis:MICPUN_59912     hypothetical protein 
mis:MICPUN_59914     hypothetical protein 
mis:MICPUN_59919     hypothetical protein 
mis:MICPUN_59921     hypothetical protein; K13344 peroxin-13 
mis:MICPUN_59922     hypothetical protein 
mis:MICPUN_59923     hypothetical protein 
mis:MICPUN_59924     hypothetical protein 
mis:MICPUN_59925     hypothetical protein 
mis:MICPUN_59928     hypothetical protein 
mis:MICPUN_59930     hypothetical protein 
mis:MICPUN_59933     hypothetical protein; K11850 ubiquitin carboxyl-terminal hydrolase 26/29/37 [EC:3.1.2.15] 
mis:MICPUN_59934     hypothetical protein 
mis:MICPUN_59937     hypothetical protein 
mis:MICPUN_59938     hypothetical protein; K12657 delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41] 
mis:MICPUN_59941     hypothetical protein 
mis:MICPUN_59943     hypothetical protein 
mis:MICPUN_59946     hypothetical protein 
mis:MICPUN_59947     hypothetical protein; K03245 translation initiation factor 3 subunit J 
mis:MICPUN_59948     hypothetical protein; K14827 pre-rRNA-processing protein IPI1 
mis:MICPUN_59949     hypothetical protein 
mis:MICPUN_59950     hypothetical protein 
mis:MICPUN_59951     hypothetical protein 
mis:MICPUN_59952     hypothetical protein 
mis:MICPUN_59954     hypothetical protein; K02140 F-type H+-transporting ATPase subunit g [EC:3.6.3.14] 
mis:MICPUN_59955     hypothetical protein; K03671 thioredoxin 1 
mis:MICPUN_59956     hypothetical protein 
mis:MICPUN_59960     hypothetical protein 
mis:MICPUN_59961     hypothetical protein 
mis:MICPUN_59962     aminopeptidase; K09611 probable aminopeptidase NPEPL1 [EC:3.4.11.-] 
mis:MICPUN_59963     hypothetical protein 
mis:MICPUN_59965     hypothetical protein 
mis:MICPUN_59966     hypothetical protein 
mis:MICPUN_59967     hypothetical protein 
mis:MICPUN_59970     hypothetical protein; K17428 large subunit ribosomal protein L47, mitochondrial 
mis:MICPUN_59971     hypothetical protein; K01244 5'-methylthioadenosine nucleosidase [EC:3.2.2.16] 
mis:MICPUN_59972     hypothetical protein 
mis:MICPUN_59973     ODA-DC; outer dynein arm docking complex protein oda-dc 
mis:MICPUN_59974     hypothetical protein 
mis:MICPUN_59979     hypothetical protein; K03798 cell division protease FtsH [EC:3.4.24.-] 
mis:MICPUN_59980     hypothetical protein 
mis:MICPUN_59981     hypothetical protein 
mis:MICPUN_59984     hypothetical protein 
mis:MICPUN_59986     hypothetical protein 
mis:MICPUN_59989     hypothetical protein 
mis:MICPUN_59990     hypothetical protein 
mis:MICPUN_59992     hypothetical protein 
mis:MICPUN_59995     hypothetical protein 
mis:MICPUN_59996     hypothetical protein; K15306 Ran-binding protein 1 
mis:MICPUN_59998     hypothetical protein 
mis:MICPUN_59999     hypothetical protein 
mis:MICPUN_60000     hypothetical protein; K05019 chloride channel, nucleotide-sensitive, 1A 
mis:MICPUN_60001     ammonium transporter channel family 
mis:MICPUN_60002     AGT2.2; alanine-glyoxylate aminotransferase; K13524 4-aminobutyrate aminotransferase / (S)-3-amino-2 
mis:MICPUN_60008     hypothetical protein 
mis:MICPUN_60009     hypothetical protein 
mis:MICPUN_60010     hypothetical protein 
mis:MICPUN_60013     hypothetical protein 
mis:MICPUN_60014     hypothetical protein 
mis:MICPUN_60018     hypothetical protein 
mis:MICPUN_60019     hypothetical protein 
mis:MICPUN_60020     histone deacetylase, SIR2 family; K11414 NAD-dependent deacetylase sirtuin 4 [EC:3.5.1.-] 
mis:MICPUN_60021     hypothetical protein 
mis:MICPUN_60022     hypothetical protein 
mis:MICPUN_60024     hypothetical protein 
mis:MICPUN_60025     hypothetical protein 
mis:MICPUN_60026     hypothetical protein 
mis:MICPUN_60027     hypothetical protein 
mis:MICPUN_60028     U3 snornp-associated-like WD40 repeat-containing protein; K14793 ribosomal RNA-processing protein 9 
mis:MICPUN_60030     hypothetical protein 
mis:MICPUN_60032     hypothetical protein; K13118 protein DGCR14 
mis:MICPUN_60033     hypothetical protein; K13126 polyadenylate-binding protein 
mis:MICPUN_60037     hypothetical protein 
mis:MICPUN_60038     hypothetical protein 
mis:MICPUN_60040     hypothetical protein 
mis:MICPUN_60041     hypothetical protein 
mis:MICPUN_60043     hypothetical protein 
mis:MICPUN_60044     RN3.3; ribonuclease III/double strand RNA binding domain-containing protein 
mis:MICPUN_60045     hypothetical protein; K14830 protein MAK11 
mis:MICPUN_60047     hypothetical protein 
mis:MICPUN_60049     hypothetical protein; K12185 ESCRT-I complex subunit VPS37 
mis:MICPUN_60050     hypothetical protein 
mis:MICPUN_60054     hypothetical protein 
mis:MICPUN_60055     hypothetical protein 
mis:MICPUN_60056     hypothetical protein 
mis:MICPUN_60057     hypothetical protein; K10885 ATP-dependent DNA helicase 2 subunit 2 
mis:MICPUN_60058     hypothetical protein 
mis:MICPUN_60059     hypothetical protein 
mis:MICPUN_60060     hypothetical protein 
mis:MICPUN_60065     hypothetical protein 
mis:MICPUN_60068     hypothetical protein 
mis:MICPUN_60070     hypothetical protein; K17781 mitochondrial import inner membrane translocase subunit TIM13 
mis:MICPUN_60072     p-type ATPase superfamily; K01533 Cu2+-exporting ATPase [EC:3.6.3.4] 
mis:MICPUN_60075     RSP3; flagellar radial spoke protein 3 
mis:MICPUN_60076     hypothetical protein 
mis:MICPUN_60079     hypothetical protein 
mis:MICPUN_60085     hypothetical protein 
mis:MICPUN_60088     hypothetical protein 
mis:MICPUN_60090     hypothetical protein 
mis:MICPUN_60091     type II secretory pathway family; K03107 signal recognition particle subunit SRP68 
mis:MICPUN_60092     H+-or Na+-translocating F-type, V-type and A-type ATPase superfamily; K02148 V-type H+-transporting  
mis:MICPUN_60093     hypothetical protein 
mis:MICPUN_60095     hypothetical protein 
mis:MICPUN_60100     ADG1; glucose-1-phosphate adenylyltransferase; K00975 glucose-1-phosphate adenylyltransferase [EC:2. 
mis:MICPUN_60105     hypothetical protein 
mis:MICPUN_60106     hypothetical protein; K02326 DNA polymerase epsilon subunit 3 [EC:2.7.7.7] 
mis:MICPUN_60109     hypothetical protein; K06268 serine/threonine-protein phosphatase 2B regulatory subunit 
mis:MICPUN_60113     hypothetical protein 
mis:MICPUN_60121     HEMD; urophorphyrin III synthase; K01719 uroporphyrinogen-III synthase [EC:4.2.1.75] 
mis:MICPUN_60122     ribokinase/xylose isomerase 
mis:MICPUN_60124     hypothetical protein; K06066 CBF1 interacting corepressor 
mis:MICPUN_60132     hypothetical protein 
mis:MICPUN_60134     hypothetical protein 
mis:MICPUN_60135     hypothetical protein 
mis:MICPUN_60139     copper transporter family; K14686 solute carrier family 31 (copper transporter), member 1 
mis:MICPUN_60140     unc-50 family protein 
mis:MICPUN_60141     proteasome regulatory complex component protein; K03032 26S proteasome regulatory subunit N2 
mis:MICPUN_60143     hypothetical protein; K10563 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18] 
mis:MICPUN_60146     hypothetical protein 
mis:MICPUN_60151     hypothetical protein; K12158 ubiquitin-like protein Nedd8 
mis:MICPUN_60153     hypothetical protein 
mis:MICPUN_60155     hypothetical protein 
mis:MICPUN_60156     hypothetical protein; K06072 deoxyhypusine monooxygenase [EC:1.14.99.29] 
mis:MICPUN_60157     hypothetical protein 
mis:MICPUN_60160     hypothetical protein 
mis:MICPUN_60161     hypothetical protein 
mis:MICPUN_60166     hypothetical protein 
mis:MICPUN_60170     hypothetical protein 
mis:MICPUN_60171     hypothetical protein 
mis:MICPUN_60172     hypothetical protein; K03872 transcription elongation factor B, polypeptide 1 
mis:MICPUN_60174     ribosomal protein L27; K02899 large subunit ribosomal protein L27 
