
GenomeNet icon	
LinkDB Search


Mode: Single Entry to Database
From: KEGG GENOME T01029
To: KEGG GENES
Hits: 7603 from 1 database
ID                   Definition
olu:OSTLU_31726      hypothetical protein 
olu:OSTLU_31727      hypothetical protein; K04649 ubiquitin-conjugating enzyme (huntingtin interacting protein 2) [EC:6.3 
olu:OSTLU_31731      hypothetical protein 
olu:OSTLU_31732      hypothetical protein 
olu:OSTLU_31733      hypothetical protein 
olu:OSTLU_31734      hypothetical protein 
olu:OSTLU_31737      hypothetical protein 
olu:OSTLU_31738      hypothetical protein 
olu:OSTLU_31739      hypothetical protein 
olu:OSTLU_31740      hypothetical protein 
olu:OSTLU_31745      hypothetical protein 
olu:OSTLU_31746      hypothetical protein 
olu:OSTLU_31748      hypothetical protein 
olu:OSTLU_31749      hypothetical protein 
olu:OSTLU_31751      hypothetical protein 
olu:OSTLU_31752      hypothetical protein 
olu:OSTLU_31753      hypothetical protein 
olu:OSTLU_31754      hypothetical protein 
olu:OSTLU_31755      hypothetical protein 
olu:OSTLU_31759      hypothetical protein 
olu:OSTLU_31760      hypothetical protein; K00627 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase 
olu:OSTLU_31762      hypothetical protein; K16465 centrin-1 
olu:OSTLU_31764      hypothetical protein; K02736 20S proteasome subunit beta 7 [EC:3.4.25.1] 
olu:OSTLU_31765      hypothetical protein 
olu:OSTLU_31766      hypothetical protein; K01409 O-sialoglycoprotein endopeptidase [EC:3.4.24.57] 
olu:OSTLU_3177       hypothetical protein; K10601 E3 ubiquitin-protein ligase synoviolin [EC:6.3.2.19] 
olu:OSTLU_31775      hypothetical protein 
olu:OSTLU_31779      hypothetical protein 
olu:OSTLU_31786      hypothetical protein 
olu:OSTLU_31787      hypothetical protein 
olu:OSTLU_31788      hypothetical protein; K13108 smad nuclear-interacting protein 1 
olu:OSTLU_31789      hypothetical protein 
olu:OSTLU_31792      hypothetical protein 
olu:OSTLU_31794      hypothetical protein 
olu:OSTLU_31795      hypothetical protein 
olu:OSTLU_31796      hypothetical protein 
olu:OSTLU_31797      hypothetical protein 
olu:OSTLU_31802      hypothetical protein; K15414 complement component 1 Q subcomponent-binding protein, mitochondrial 
olu:OSTLU_31803      hypothetical protein 
olu:OSTLU_31804      hypothetical protein 
olu:OSTLU_31805      MFS family transporter: oxalate/formate 
olu:OSTLU_31808      hypothetical protein 
olu:OSTLU_31809      hypothetical protein 
olu:OSTLU_31813      hypothetical protein 
olu:OSTLU_31817      hypothetical protein 
olu:OSTLU_31820      hypothetical protein 
olu:OSTLU_31824      hypothetical protein 
olu:OSTLU_31831      hypothetical protein 
olu:OSTLU_31832      hypothetical protein; K07742 hypothetical protein 
olu:OSTLU_31833      hypothetical protein 
olu:OSTLU_31834      hypothetical protein 
olu:OSTLU_31838      hypothetical protein 
olu:OSTLU_31845      SDG3511; hypothetical protein 
olu:OSTLU_31847      hypothetical protein 
olu:OSTLU_31850      lhca5; chlorophyll a/b binding, possibly photosystem I light harvesting complex; K08911 light-harves 
olu:OSTLU_31855      hypothetical protein 
olu:OSTLU_31856      RPS16; Ribosomal protein S16, component of cytosolic 80S ribosome and 40S small subunit; K02960 smal 
olu:OSTLU_31857      MFS family transporter: multidrug efflux 
olu:OSTLU_31860      hypothetical protein 
olu:OSTLU_31861      hypothetical protein 
olu:OSTLU_31865      hypothetical protein 
olu:OSTLU_31867      hypothetical protein 
olu:OSTLU_31868      hypothetical protein; K07007 
olu:OSTLU_31869      hypothetical protein 
olu:OSTLU_31870      hypothetical protein; K00820 glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2. 
olu:OSTLU_31872      hypothetical protein 
olu:OSTLU_31873      hypothetical protein 
olu:OSTLU_31874      hypothetical protein; K15271 ATP-dependent DNA helicase HFM1/MER3 [EC:3.6.4.12] 
olu:OSTLU_31875      hypothetical protein 
olu:OSTLU_31878      hypothetical protein 
olu:OSTLU_31879      hypothetical protein 
olu:OSTLU_3188       hypothetical protein; K06943 nucleolar GTP-binding protein 
olu:OSTLU_31882      hypothetical protein 
olu:OSTLU_31886      hypothetical protein 
olu:OSTLU_31888      hypothetical protein 
olu:OSTLU_31890      hypothetical protein 
olu:OSTLU_31892      hypothetical protein 
olu:OSTLU_31894      CHR3523; hypothetical protein 
olu:OSTLU_31895      hypothetical protein 
olu:OSTLU_31897      hypothetical protein 
olu:OSTLU_31905      psbR; psbR, PSII-R, photosystem II polypeptide; K03541 photosystem II 10kDa protein 
olu:OSTLU_31906      hypothetical protein 
olu:OSTLU_31919      hypothetical protein 
olu:OSTLU_31925      hypothetical protein 
olu:OSTLU_31926      MOP(MATE) family transporter: multidrug efflux 
olu:OSTLU_31927      hypothetical protein 
olu:OSTLU_31929      hypothetical protein 
olu:OSTLU_31932      hypothetical protein 
olu:OSTLU_31940      hypothetical protein 
olu:OSTLU_31943      hypothetical protein 
olu:OSTLU_31945      hypothetical protein 
olu:OSTLU_31946      HMGB3504; hypothetical protein 
olu:OSTLU_31950      hypothetical protein 
olu:OSTLU_31951      hypothetical protein 
olu:OSTLU_31953      hypothetical protein; K07277 outer membrane protein insertion porin family 
olu:OSTLU_31962      psaN; psaN, PSI-N, photosystem I polypeptide; K02701 photosystem I subunit PsaN 
olu:OSTLU_31963      hypothetical protein 
olu:OSTLU_31967      hypothetical protein 
olu:OSTLU_31969      hypothetical protein 
olu:OSTLU_31975      hypothetical protein 
olu:OSTLU_31976      hypothetical protein 
olu:OSTLU_31988      hypothetical protein 
olu:OSTLU_31989      hypothetical protein 
olu:OSTLU_31990      hypothetical protein 
olu:OSTLU_31991      hypothetical protein 
olu:OSTLU_31992      hypothetical protein 
olu:OSTLU_31997      hypothetical protein 
olu:OSTLU_31998      hypothetical protein 
olu:OSTLU_32001      hypothetical protein 
olu:OSTLU_32003      hypothetical protein; K08336 ubiquitin-like protein ATG12 
olu:OSTLU_32006      hypothetical protein 
olu:OSTLU_32009      hypothetical protein 
olu:OSTLU_32011      hypothetical protein 
olu:OSTLU_32014      hypothetical protein 
olu:OSTLU_32016      hypothetical protein 
olu:OSTLU_32017      hypothetical protein 
olu:OSTLU_32019      HSP70G; Heat Shock Protein 70, cytosolic; K03283 heat shock 70kDa protein 1/8 
olu:OSTLU_32020      hypothetical protein 
olu:OSTLU_32028      hypothetical protein 
olu:OSTLU_32030      hypothetical protein 
olu:OSTLU_32033      hypothetical protein; K10881 26 proteasome complex subunit DSS1 
olu:OSTLU_32038      hypothetical protein 
olu:OSTLU_32039      hypothetical protein 
olu:OSTLU_32043      hypothetical protein 
olu:OSTLU_32049      hypothetical protein 
olu:OSTLU_32052      hypothetical protein 
olu:OSTLU_32053      hypothetical protein 
olu:OSTLU_32059      hypothetical protein 
olu:OSTLU_32062      hypothetical protein 
olu:OSTLU_32063      hypothetical protein 
olu:OSTLU_32069      hypothetical protein; K12501 homogentisate solanesyltransferase 
olu:OSTLU_32072      hypothetical protein 
olu:OSTLU_32074      hypothetical protein 
olu:OSTLU_32079      hypothetical protein 
olu:OSTLU_32080      GSH1; glutathione synthase; K01920 glutathione synthase [EC:6.3.2.3] 
olu:OSTLU_32081      hypothetical protein; K11502 centromere protein J 
olu:OSTLU_32090      RPS11; Ribosomal protein S11, component of cytosolic 80S ribosome and 40S small subunit; K02949 smal 
olu:OSTLU_32092      hypothetical protein; K14769 U3 small nucleolar RNA-associated protein 11 
olu:OSTLU_32094      hypothetical protein 
olu:OSTLU_32100      hypothetical protein; K01783 ribulose-phosphate 3-epimerase [EC:5.1.3.1] 
olu:OSTLU_32105      hypothetical protein; K00766 anthranilate phosphoribosyltransferase [EC:2.4.2.18] 
olu:OSTLU_32107      hypothetical protein; K17600 vacuolar protein sorting-associated protein 54 
olu:OSTLU_32108      hypothetical protein 
olu:OSTLU_3211       hypothetical protein 
olu:OSTLU_32111      hypothetical protein 
olu:OSTLU_32113      hypothetical protein; K01867 tryptophanyl-tRNA synthetase [EC:6.1.1.2] 
olu:OSTLU_32115      hypothetical protein; K03665 GTP-binding protein HflX 
olu:OSTLU_32117      hypothetical protein 
olu:OSTLU_32119      RPS23; Ribosomal protein S23, component of cytosolic 80S ribosome and 40S small subunit; K02973 smal 
olu:OSTLU_32121      hypothetical protein 
olu:OSTLU_32128      hypothetical protein 
olu:OSTLU_32131      hypothetical protein 
olu:OSTLU_32140      VIC family transporter: calcium ion channel 
olu:OSTLU_32148      hypothetical protein 
olu:OSTLU_32150      hypothetical protein; K07890 Ras-related protein Rab-21 
olu:OSTLU_32152      hypothetical protein 
olu:OSTLU_32157      hypothetical protein 
olu:OSTLU_32159      hypothetical protein 
olu:OSTLU_32164      hypothetical protein 
olu:OSTLU_32166      hypothetical protein 
olu:OSTLU_32169      hypothetical protein 
olu:OSTLU_32172      ABC(binding protein) family transporter: phosphate 
olu:OSTLU_32178      hypothetical protein 
olu:OSTLU_32186      hypothetical protein 
olu:OSTLU_32191      hypothetical protein 
olu:OSTLU_32196      hypothetical protein; K11599 proteasome maturation protein 
olu:OSTLU_32197      hypothetical protein 
olu:OSTLU_32198      hypothetical protein 
olu:OSTLU_32199      hypothetical protein 
olu:OSTLU_32200      hypothetical protein 
olu:OSTLU_32201      hypothetical protein 
olu:OSTLU_32204      hypothetical protein 
olu:OSTLU_32206      hypothetical protein; K08073 bifunctional polynucleotide phosphatase/kinase [EC:3.1.3.32 2.7.1.78] 
olu:OSTLU_32216      DMT family transporter: drug/metabolite 
olu:OSTLU_32217      hypothetical protein 
olu:OSTLU_32218      hypothetical protein 
olu:OSTLU_32219      hypothetical protein 
olu:OSTLU_32220      hypothetical protein 
olu:OSTLU_32230      hypothetical protein; K15025 probable RNA-binding protein EIF1AD 
olu:OSTLU_32234      RPL17; Ribosomal protein L17, component of cytosolic 80S ribosome and 60S large subunit; K02880 larg 
olu:OSTLU_32235      hypothetical protein; K14310 nuclear pore complex protein Nup205 
olu:OSTLU_32237      hypothetical protein; K06099 cold shock domain protein A 
olu:OSTLU_32238      hypothetical protein 
olu:OSTLU_32241      hypothetical protein 
olu:OSTLU_32248      hypothetical protein; K08515 vesicle-associated membrane protein 7 
olu:OSTLU_32249      hypothetical protein 
olu:OSTLU_32265      hypothetical protein; K03165 DNA topoisomerase III [EC:5.99.1.2] 
olu:OSTLU_32267      hypothetical protein 
olu:OSTLU_32269      hypothetical protein 
olu:OSTLU_3227       hypothetical protein 
olu:OSTLU_32279      hypothetical protein; K00231 oxygen-dependent protoporphyrinogen oxidase [EC:1.3.3.4] 
olu:OSTLU_32283      hypothetical protein 
olu:OSTLU_32286      hypothetical protein; K06972 
olu:OSTLU_32288      hypothetical protein 
olu:OSTLU_32290      hypothetical protein 
olu:OSTLU_32294      hypothetical protein; K03644 lipoic acid synthetase [EC:2.8.1.8] 
olu:OSTLU_32299      hypothetical protein 
olu:OSTLU_3230       hypothetical protein; K12492 ADP-ribosylation factor GTPase-activating protein 1 
olu:OSTLU_32308      hypothetical protein 
olu:OSTLU_32310      hypothetical protein 
olu:OSTLU_32317      hypothetical protein 
olu:OSTLU_32318      hypothetical protein 
olu:OSTLU_32319      MFS family transporter: metabolite 
olu:OSTLU_32322      hypothetical protein 
olu:OSTLU_32330      hypothetical protein 
olu:OSTLU_32331      hypothetical protein; K01733 threonine synthase [EC:4.2.3.1] 
olu:OSTLU_32332      hypothetical protein 
olu:OSTLU_32335      hypothetical protein 
olu:OSTLU_32338      hypothetical protein; K03242 translation initiation factor 2 subunit 3 
olu:OSTLU_32341      hypothetical protein 
olu:OSTLU_32343      hypothetical protein; K03065 26S proteasome regulatory subunit T5 
olu:OSTLU_32345      hypothetical protein 
olu:OSTLU_32351      hypothetical protein; K00799 glutathione S-transferase [EC:2.5.1.18] 
olu:OSTLU_32353      hypothetical protein 
olu:OSTLU_32358      hypothetical protein; K01609 indole-3-glycerol phosphate synthase [EC:4.1.1.48] 
olu:OSTLU_32366      hypothetical protein 
olu:OSTLU_32368      hypothetical protein 
olu:OSTLU_32372      SDG3514; hypothetical protein 
olu:OSTLU_32376      hypothetical protein 
olu:OSTLU_32377      hypothetical protein 
olu:OSTLU_32381      hypothetical protein 
olu:OSTLU_32386      hypothetical protein 
olu:OSTLU_32388      hypothetical protein 
olu:OSTLU_32390      hypothetical protein 
olu:OSTLU_3240       MFS family transporter: hexose 
olu:OSTLU_32402      hypothetical protein 
olu:OSTLU_32403      hypothetical protein 
olu:OSTLU_32404      hypothetical protein 
olu:OSTLU_32405      hypothetical protein 
olu:OSTLU_32420      RPL18a; Ribosomal protein L18a, component of cytosolic 80S ribosome and 60S large subunit; K02882 la 
olu:OSTLU_32421      hypothetical protein 
olu:OSTLU_32422      hypothetical protein 
olu:OSTLU_32428      hypothetical protein; K11789 HIV-1 Vpr-binding protein 
olu:OSTLU_32433      hypothetical protein 
olu:OSTLU_32441      hypothetical protein 
olu:OSTLU_32448      hypothetical protein 
olu:OSTLU_32449      hypothetical protein 
olu:OSTLU_32450      hypothetical protein 
olu:OSTLU_32452      hypothetical protein 
olu:OSTLU_32455      hypothetical protein; K08900 mitochondrial chaperone BCS1 
olu:OSTLU_32457      hypothetical protein 
olu:OSTLU_32458      hypothetical protein; K02637 cytochrome b6-f complex subunit 4 
olu:OSTLU_32459      hypothetical protein 
olu:OSTLU_32465      hypothetical protein 
olu:OSTLU_32466      hypothetical protein 
olu:OSTLU_32467      hypothetical protein 
olu:OSTLU_32476      hypothetical protein 
olu:OSTLU_32477      hypothetical protein 
olu:OSTLU_32480      hypothetical protein 
olu:OSTLU_32481      hypothetical protein; K00981 phosphatidate cytidylyltransferase [EC:2.7.7.41] 
olu:OSTLU_32483      RPS27a; Ribosomal protein S27a, component of cytosolic 80S ribosome and 40S small subunit; K02977 sm 
olu:OSTLU_32484      hypothetical protein 
olu:OSTLU_32486      hypothetical protein 
olu:OSTLU_32489      hypothetical protein 
olu:OSTLU_32491      hypothetical protein 
olu:OSTLU_32493      hypothetical protein 
olu:OSTLU_32497      CHR3516; hypothetical protein 
olu:OSTLU_32501      hypothetical protein 
olu:OSTLU_32508      hypothetical protein 
olu:OSTLU_32509      hypothetical protein 
olu:OSTLU_32511      hypothetical protein 
olu:OSTLU_32521      hypothetical protein 
olu:OSTLU_32522      hypothetical protein 
olu:OSTLU_32524      hypothetical protein; K14563 rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-] 
olu:OSTLU_32534      hypothetical protein 
olu:OSTLU_32539      hypothetical protein; K00943 dTMP kinase [EC:2.7.4.9] 
olu:OSTLU_32540      F-ATPase family transporter: protons (chloroplast); K02113 F-type H+-transporting ATPase subunit del 
olu:OSTLU_32541      hypothetical protein 
olu:OSTLU_32542      hypothetical protein 
olu:OSTLU_32546      hypothetical protein 
olu:OSTLU_32548      hypothetical protein 
olu:OSTLU_32550      CSD2; copper/zinc superoxide dismutase-like protein 
olu:OSTLU_32551      hypothetical protein; K01014 aryl sulfotransferase [EC:2.8.2.1] 
olu:OSTLU_32553      hypothetical protein 
olu:OSTLU_32554      hypothetical protein; K16459 centrosomal protein CEP120 
olu:OSTLU_32555      hypothetical protein 
olu:OSTLU_32557      hypothetical protein 
olu:OSTLU_32559      PRPL27; Plastid ribosomal protein L27 large ribosomal subunit 
olu:OSTLU_32562      hypothetical protein 
olu:OSTLU_32564      hypothetical protein 
olu:OSTLU_32565      hypothetical protein 
olu:OSTLU_32569      hypothetical protein; K03531 cell division protein FtsZ 
olu:OSTLU_32576      hypothetical protein; K17969 mitochondrial fission 1 protein 
olu:OSTLU_32579      hypothetical protein 
olu:OSTLU_32585      hypothetical protein 
olu:OSTLU_32588      hypothetical protein; K04382 serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16] 
olu:OSTLU_32591      hypothetical protein; K13205 A1 cistron-splicing factor AAR2 
olu:OSTLU_32592      hypothetical protein 
olu:OSTLU_32593      hypothetical protein 
olu:OSTLU_32596      hypothetical protein 
olu:OSTLU_32597      hypothetical protein 
olu:OSTLU_32600      hypothetical protein 
olu:OSTLU_32601      Amt family transporter: ammonium 
olu:OSTLU_32604      hypothetical protein 
olu:OSTLU_32608      rbcL; hypothetical protein; K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] 
olu:OSTLU_32609      hypothetical protein 
olu:OSTLU_32611      hypothetical protein 
olu:OSTLU_32612      hypothetical protein 
olu:OSTLU_32615      hypothetical protein 
olu:OSTLU_32618      hypothetical protein; K01872 alanyl-tRNA synthetase [EC:6.1.1.7] 
olu:OSTLU_32619      hypothetical protein 
olu:OSTLU_32620      hypothetical protein 
olu:OSTLU_32621      hypothetical protein 
olu:OSTLU_32622      hypothetical protein; K03456 serine/threonine-protein phosphatase 2A regulatory subunit A 
olu:OSTLU_32626      hypothetical protein 
olu:OSTLU_32630      F-ATPase family transporter: protons (mitochondrial); K02135 F-type H+-transporting ATPase subunit e 
olu:OSTLU_32634      hypothetical protein 
olu:OSTLU_32638      hypothetical protein; K05218 P2X purinoceptor 4 
olu:OSTLU_32639      hypothetical protein 
olu:OSTLU_32641      hypothetical protein 
olu:OSTLU_32642      CPN60B; chaperonin 60 beta chain, chloroplast; K04077 chaperonin GroEL 
olu:OSTLU_32644      NFE3501; hypothetical protein 
olu:OSTLU_32648      hypothetical protein 
olu:OSTLU_32653      hypothetical protein 
olu:OSTLU_32654      hypothetical protein 
olu:OSTLU_32655      hypothetical protein 
olu:OSTLU_32661      hypothetical protein 
olu:OSTLU_32662      hypothetical protein 
olu:OSTLU_32665      hypothetical protein; K03505 DNA polymerase delta subunit 4 
olu:OSTLU_32666      MFS family transporter 
olu:OSTLU_32667      hypothetical protein; K17866 diphthamide biosynthesis protein 2 
olu:OSTLU_32668      hypothetical protein 
olu:OSTLU_32669      hypothetical protein 
olu:OSTLU_32670      hypothetical protein 
olu:OSTLU_32674      F-ATPase family transporter: protons (vacuolar) 
olu:OSTLU_32675      hypothetical protein; K07893 Ras-related protein Rab-6A 
olu:OSTLU_32676      hypothetical protein; K10740 replication factor A3 
olu:OSTLU_32681      hypothetical protein; K02838 ribosome recycling factor 
olu:OSTLU_32687      hypothetical protein 
olu:OSTLU_32688      hypothetical protein; K01696 tryptophan synthase beta chain [EC:4.2.1.20] 
olu:OSTLU_32691      hypothetical protein; K15559 regulator of Ty1 transposition protein 103 
olu:OSTLU_32692      hypothetical protein 
olu:OSTLU_32694      MFS family transporter 
olu:OSTLU_32696      hypothetical protein; K11583 serine/threonine-protein phosphatase 2A regulatory subunit B'' 
olu:OSTLU_32698      hypothetical protein 
olu:OSTLU_3270       hypothetical protein; K04485 DNA repair protein RadA/Sms 
olu:OSTLU_32702      hypothetical protein 
olu:OSTLU_32703      hypothetical protein 
olu:OSTLU_32704      hypothetical protein; K09548 prefoldin subunit 1 
olu:OSTLU_32711      hypothetical protein 
olu:OSTLU_32713      hypothetical protein; K12624 U6 snRNA-associated Sm-like protein LSm5 
olu:OSTLU_32718      hypothetical protein 
olu:OSTLU_32719      hypothetical protein 
olu:OSTLU_32720      hypothetical protein 
olu:OSTLU_32723      hypothetical protein 
olu:OSTLU_32726      hypothetical protein 
olu:OSTLU_32727      hypothetical protein; K17785 mitofilin 
olu:OSTLU_32734      hypothetical protein 
olu:OSTLU_32738      hypothetical protein 
olu:OSTLU_32742      CYN21; Peptidyl-prolyl cis-trans isomerase, cyclophilin-type 
olu:OSTLU_32744      hypothetical protein; K00655 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] 
olu:OSTLU_32745      hypothetical protein 
olu:OSTLU_32748      hypothetical protein; K03257 translation initiation factor 4A 
olu:OSTLU_32750      hypothetical protein 
olu:OSTLU_32751      hypothetical protein; K12604 CCR4-NOT transcription complex subunit 1 
olu:OSTLU_32752      hypothetical protein 
olu:OSTLU_32753      hypothetical protein 
olu:OSTLU_32754      DMT family transporter: phosphate/phosphoenolpyruvate 
olu:OSTLU_32755      hypothetical protein; K02326 DNA polymerase epsilon subunit 3 [EC:2.7.7.7] 
olu:OSTLU_32756      hypothetical protein 
olu:OSTLU_32758      hypothetical protein; K00761 uracil phosphoribosyltransferase [EC:2.4.2.9] 
olu:OSTLU_32760      hypothetical protein 
olu:OSTLU_32767      hypothetical protein 
olu:OSTLU_32770      hypothetical protein 
olu:OSTLU_32774      hypothetical protein; K06640 serine/threonine-protein kinase ATR [EC:2.7.11.1] 
olu:OSTLU_32775      hypothetical protein 
olu:OSTLU_32777      hypothetical protein; K14830 protein MAK11 
olu:OSTLU_32781      hypothetical protein 
olu:OSTLU_32784      hypothetical protein 
olu:OSTLU_32787      hypothetical protein 
olu:OSTLU_32789      hypothetical protein 
olu:OSTLU_32790      hypothetical protein; K00208 enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10] 
olu:OSTLU_32791      hypothetical protein; K02907 large subunit ribosomal protein L30 
olu:OSTLU_32796      hypothetical protein 
olu:OSTLU_32797      hypothetical protein 
olu:OSTLU_32798      hypothetical protein 
olu:OSTLU_32800      hypothetical protein; K02355 elongation factor G 
olu:OSTLU_32808      hypothetical protein 
olu:OSTLU_32809      hypothetical protein 
olu:OSTLU_3281       hypothetical protein 
olu:OSTLU_32810      hypothetical protein 
olu:OSTLU_32813      hypothetical protein 
olu:OSTLU_32815      hypothetical protein; K03107 signal recognition particle subunit SRP68 
olu:OSTLU_32816      hypothetical protein 
olu:OSTLU_32817      hypothetical protein 
olu:OSTLU_32818      RPL37; Ribosomal protein L37, component of cytosolic 80S ribosome and 60S large subunit; K02922 larg 
olu:OSTLU_32820      hypothetical protein 
olu:OSTLU_32821      hypothetical protein; K16572 gamma-tubulin complex component 5 
olu:OSTLU_32825      hypothetical protein; K00033 6-phosphogluconate dehydrogenase [EC:1.1.1.44] 
olu:OSTLU_32826      hypothetical protein; K02449 cyclin-dependent kinase 10 [EC:2.7.11.22] 
olu:OSTLU_32827      hypothetical protein 
olu:OSTLU_32829      SUT1; SulP family transporter: sulfate; sulfate transporter of the Major Facilitator Superfamily (MF 
olu:OSTLU_32831      hypothetical protein 
olu:OSTLU_32832      hypothetical protein 
olu:OSTLU_32836      hypothetical protein 
olu:OSTLU_32838      hypothetical protein 
olu:OSTLU_3284       hypothetical protein 
olu:OSTLU_32841      hypothetical protein 
olu:OSTLU_32842      hypothetical protein 
olu:OSTLU_32845      hypothetical protein 
olu:OSTLU_32849      hypothetical protein 
olu:OSTLU_32850      hypothetical protein 
olu:OSTLU_32853      hypothetical protein; K06130 lysophospholipase II [EC:3.1.1.5] 
olu:OSTLU_32854      FBT family transporter: folate/pteridine 
olu:OSTLU_32856      hypothetical protein; K00721 dolichol-phosphate mannosyltransferase [EC:2.4.1.83] 
olu:OSTLU_32860      hypothetical protein 
olu:OSTLU_32863      hypothetical protein 
olu:OSTLU_32864      hypothetical protein; K06961 ribosomal RNA assembly protein 
olu:OSTLU_32866      hypothetical protein 
olu:OSTLU_32869      hypothetical protein 
olu:OSTLU_32872      hypothetical protein 
olu:OSTLU_32874      hypothetical protein 
olu:OSTLU_32875      hypothetical protein; K00026 malate dehydrogenase [EC:1.1.1.37] 
olu:OSTLU_32880      hypothetical protein 
olu:OSTLU_32881      hypothetical protein 
olu:OSTLU_32884      hypothetical protein 
olu:OSTLU_32885      hypothetical protein 
olu:OSTLU_32886      hypothetical protein 
olu:OSTLU_32889      hypothetical protein; K12627 U6 snRNA-associated Sm-like protein LSm8 
olu:OSTLU_32890      hypothetical protein; K00434 L-ascorbate peroxidase [EC:1.11.1.11] 
olu:OSTLU_32891      HTR3503; hypothetical protein; K11253 histone H3 
olu:OSTLU_32894      hypothetical protein; K15362 fanconi anemia group J protein [EC:3.6.4.12] 
olu:OSTLU_32898      hypothetical protein 
olu:OSTLU_32899      MIT family transporter: magnesium/cobalt ion; K16075 magnesium transporter 
olu:OSTLU_32901      hypothetical protein 
olu:OSTLU_32904      hypothetical protein 
olu:OSTLU_32907      hypothetical protein 
olu:OSTLU_32910      hypothetical protein; K14328 regulator of nonsense transcripts 3 
olu:OSTLU_32913      hypothetical protein 
olu:OSTLU_32923      hypothetical protein; K10808 ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1] 
olu:OSTLU_32924      RPS30; Ribosomal protein S30, component of cytosolic 80S ribosome and 40S small subunit; K02983 smal 
olu:OSTLU_32927      hypothetical protein 
olu:OSTLU_32929      hypothetical protein; K00416 ubiquinol-cytochrome c reductase subunit 6 
olu:OSTLU_32932      hypothetical protein 
olu:OSTLU_32934      hypothetical protein 
olu:OSTLU_32940      hypothetical protein 
olu:OSTLU_32941      hypothetical protein 
olu:OSTLU_32949      hypothetical protein 
olu:OSTLU_3295       hypothetical protein; K08730 phosphatidylserine synthase 2 [EC:2.7.8.29] 
olu:OSTLU_32955      hypothetical protein 
olu:OSTLU_32956      hypothetical protein; K17046 protein DEK 
olu:OSTLU_32957      hypothetical protein 
olu:OSTLU_32959      hypothetical protein 
olu:OSTLU_32960      hypothetical protein 
olu:OSTLU_32964      hypothetical protein; K01958 pyruvate carboxylase [EC:6.4.1.1] 
olu:OSTLU_32966      hypothetical protein; K03177 tRNA pseudouridine55 synthase [EC:5.4.99.25] 
olu:OSTLU_32968      hypothetical protein 
olu:OSTLU_32973      hypothetical protein 
olu:OSTLU_32975      hypothetical protein 
olu:OSTLU_32976      JMJ3501; hypothetical protein 
olu:OSTLU_32977      hypothetical protein 
olu:OSTLU_32978      hypothetical protein 
olu:OSTLU_32979      IDS; isopentenyl diphosphate synthase, putative chloroplast precursor; 4-hydroxy-3-methylbut-2-enyl  
olu:OSTLU_32980      hypothetical protein 
olu:OSTLU_32981      hypothetical protein 
olu:OSTLU_32984      CYN15; Peptidyl-prolyl cis-trans isomerase, cyclophilin-type 
olu:OSTLU_32985      hypothetical protein 
olu:OSTLU_32990      hypothetical protein 
olu:OSTLU_32991      hypothetical protein; K15535 phosphoglucan, water dikinase [EC:2.7.9.5] 
olu:OSTLU_32993      HMGB3507; hypothetical protein 
olu:OSTLU_33000      RND family transporter: Dispatched segment polarity protein (cholesterol release) 
olu:OSTLU_33001      hypothetical protein 
olu:OSTLU_33006      hypothetical protein 
olu:OSTLU_33008      hypothetical protein 
olu:OSTLU_33009      hypothetical protein 
olu:OSTLU_33010      hypothetical protein; K13151 snurportin-1 
olu:OSTLU_33012      hypothetical protein 
olu:OSTLU_33018      hypothetical protein; K14850 ribosomal RNA-processing protein 8 [EC:2.1.1.-] 
olu:OSTLU_33019      hypothetical protein 
olu:OSTLU_33020      hypothetical protein 
olu:OSTLU_33024      hypothetical protein 
olu:OSTLU_33030      hypothetical protein 
olu:OSTLU_33039      hypothetical protein; K06133 4'-phosphopantetheinyl transferase [EC:2.7.8.-] 
olu:OSTLU_33041      hypothetical protein; K04482 DNA repair protein RAD51 
olu:OSTLU_33043      hypothetical protein; K14570 RNA exonuclease 1 [EC:3.1.-.-] 
olu:OSTLU_33044      hypothetical protein; K17411 small subunit ribosomal protein S33, mitochondrial 
olu:OSTLU_33057      HAG3501; hypothetical protein; K06062 histone acetyltransferase [EC:2.3.1.48] 
olu:OSTLU_33060      hypothetical protein 
olu:OSTLU_33061      PRPL31; Plastid ribosomal protein L31 large ribosomal subunit 
olu:OSTLU_33063      hypothetical protein; K17782 mitochondrial intermembrane space import and assembly protein 40 
olu:OSTLU_33065      hypothetical protein 
olu:OSTLU_3307       hypothetical protein; K10570 DNA excision repair protein ERCC-8 
olu:OSTLU_33071      hypothetical protein 
olu:OSTLU_33072      hypothetical protein 
olu:OSTLU_33073      hypothetical protein 
olu:OSTLU_33075      hypothetical protein 
olu:OSTLU_33076      hypothetical protein 
olu:OSTLU_33078      hypothetical protein 
olu:OSTLU_33079      hypothetical protein 
olu:OSTLU_33083      hypothetical protein; K05759 profilin 
